(1, 0, 0, 0, 0): (3, 6, 2)
(1, 0, 0, 0, 1): (2, 2, 3)
(1, 0, 0, 0, 2): (2, 2, 3)
(1, 0, 0, 0, 3): (2, 2, 3)
(1, 0, 0, 0, 5): (-3, 1, 3)
(1, 0, 0, 0, 6): (-3, 1, 3)
(1, 0, 0, 0, 7): (3, 2, 3)
(1, 0, 0, 0, 19): (-2, 1, 3)
(1, 0, 0, 0, 38): (-2, 1, 3)
(1, 0, 0, 0, 21): (-1, 0, 2)
(1, 0, 0, 0, 42): (0, 5, 6)
(1, 0, 0, 0, 63): (-1, 5, 6)
(1, 0, 0, 0, 84): (-6, 5, 6)
(1, 0, 0, 0, 23): (-2, 1, 3)
(1, 0, 0, 0, 46): (0, 5, 6)
(1, 0, 0, 0, 69): (-1, 5, 6)
(1, 0, 0, 0, 22): (-4, 1, 3)
(1, 0, 0, 0, 44): (0, 5, 6)
(1, 0, 0, 0, 66): (-3, 5, 6)
(1, 0, 0, 9, 0): (1, 6, 4)
(1, 0, 0, 9, 1): (3, 3, 4)
(1, 0, 0, 9, 2): (3, 3, 4)
(1, 0, 0, 9, 3): (3, 3, 4)
(1, 0, 0, 9, 5): (3, 3, 4)
(1, 0, 0, 9, 6): (3, 3, 4)
(1, 0, 0, 9, 7): (3, 3, 4)
(1, 0, 0, 0, 4): (0, 1, 3)
(1, 0, 0, 10, 0): (1, 5, 4)
(1, 0, 0, 10, 1): (3, 3, 4)
(1, 0, 0, 10, 2): (3, 3, 4)
(1, 0, 0, 10, 3): (3, 3, 4)
(1, 0, 0, 10, 5): (3, 3, 4)
(1, 0, 0, 10, 6): (3, 3, 4)
(1, 0, 0, 10, 7): (3, 3, 4)
(1, 0, 0, 11, 0): (3, 8, 3)
(1, 0, 0, 11, 1): (5, 3, 6)
(1, 0, 0, 11, 2): (3, 3, 4)
(1, 0, 0, 11, 3): (3, 3, 4)
(1, 0, 0, 11, 5): (3, 3, 4)
(1, 0, 0, 11, 6): (3, 3, 4)
(1, 0, 0, 11, 7): (3, 3, 4)
(1, 0, 0, 12, 0): (5, 6, 3)
(1, 0, 0, 12, 1): (2, 1, 3)
(1, 0, 0, 12, 2): (2, 2, 3)
(1, 0, 0, 12, 3): (5, 5, 6)
(1, 0, 0, 12, 5): (5, 5, 6)
(1, 0, 0, 12, 6): (5, 5, 6)
(1, 0, 0, 12, 7): (5, 5, 6)
(1, 0, 0, 21, 0): (-1, 4, 0)
(1, 0, 0, 21, 1): (0, 1, 3)
(1, 0, 0, 23, 0): (1, 3, 3)
(1, 0, 0, 23, 1): (0, 1, 3)
(1, 0, 0, 23, 2): (0, 1, 3)
(1, 0, 0, 23, 3): (0, 1, 3)
(1, 0, 0, 23, 5): (-5, 0, 1)
(1, 0, 0, 23, 6): (-1, 2, 3)
(1, 0, 0, 23, 7): (3, 2, 3)
(1, 0, 0, 23, 16): (-2, 1, 3)
(1, 0, 0, 23, 32): (-2, 1, 3)
(1, 0, 0, 23, 18): (2, 0, 3)
(1, 0, 0, 23, 36): (-2, 0, 1)
(1, 0, 0, 23, 54): (-1, 3, 6)
(1, 0, 0, 23, 72): (-3, 3, 6)
(1, 0, 0, 23, 20): (-5, 1, 3)
(1, 0, 0, 23, 40): (-5, 1, 3)
(1, 0, 0, 23, 60): (-5, 1, 3)
(1, 0, 0, 24, 0): (6, 7, 3)
(1, 0, 0, 29, 0): (1, 2, 2)
(1, 0, 0, 30, 0): (6, 7, 3)
(1, 0, 0, 31, 0): (3, 8, 3)
(1, 0, 0, 0, 13): (-4, 1, 3)
(1, 0, 0, 0, 15): (-4, 3, 10000000000000.0)
(1, 0, 0, 0, 16): (-2, 1, 3)
(1, 0, 0, 0, 32): (-2, 1, 3)
(1, 0, 0, 0, 18): (2, 0, 2)
(1, 0, 0, 0, 36): (1, 1, 3)
(1, 0, 0, 0, 54): (-1, 4, 10000000000000.0)
(1, 0, 0, 0, 72): (-5, 1, 3)
(1, 0, 0, 0, 20): (-4, 1, 3)
(1, 0, 0, 0, 40): (-5, 1, 3)
(1, 0, 0, 0, 60): (-5, 1, 3)
(1, 0, 0, 9, 13): (2, 5, 6)
(1, 0, 0, 9, 15): (8, 5, 6)
(1, 0, 0, 10, 13): (2, 5, 6)
(1, 0, 0, 10, 15): (8, 5, 6)
(1, 0, 0, 11, 13): (2, 5, 6)
(1, 0, 0, 11, 15): (8, 5, 6)
(1, 0, 0, 12, 13): (2, 5, 6)
(1, 0, 0, 12, 15): (8, 5, 6)
(1, 0, 0, 23, 13): (-3, 1, 6)
(1, 0, 0, 23, 15): (3, 1, 6)
(1, 0, 0, 0, 14): (-5, 0, 2)
(1, 0, 0, 0, 30): (-5, 1, 3)
(1, 0, 0, 0, 17): (-1, 0, 2)
(1, 0, 0, 0, 34): (4, 3, 3)
(1, 0, 0, 0, 51): (3, 3, 3)
(1, 0, 0, 0, 68): (1, 3, 3)
(1, 0, 0, 0, 57): (-3, 1, 3)
(1, 0, 0, 9, 14): (6, 3, 4)
(1, 0, 0, 10, 14): (6, 3, 4)
(1, 0, 0, 11, 14): (6, 3, 4)
(1, 0, 0, 20, 0): (-1, 4, 0)
(1, 0, 0, 22, 0): (6, 7, 3)
(1, 0, 0, 22, 2): (0, 0, 1)
(1, 0, 0, 22, 3): (0, 0, 1)
(1, 0, 0, 22, 5): (0, 0, 1)
(1, 0, 0, 22, 6): (-1, 2, 3)
(1, 0, 0, 22, 7): (-2, 3, 4)
(1, 0, 0, 22, 14): (1, 3, 4)
(1, 0, 0, 22, 15): (1, 3, 4)
(1, 0, 0, 22, 30): (-4, 3, 4)
(1, 0, 0, 22, 16): (-5, 3, 4)
(1, 0, 0, 22, 17): (-2, 3, 4)
(1, 0, 0, 22, 34): (-2, 3, 4)
(1, 0, 0, 22, 51): (-3, 3, 4)
(1, 0, 0, 22, 68): (-5, 3, 4)
(1, 0, 0, 22, 19): (-5, 0, 1)
(1, 0, 0, 22, 38): (-5, 0, 1)
(1, 0, 0, 22, 57): (-6, 0, 1)
(1, 0, 1, 0, 0): (1, 2, -1)
(1, 0, 1, 0, 1): (1, 0, 3)
(1, 0, 1, 0, 2): (2, 2, 3)
(1, 0, 1, 0, 3): (2, 2, 3)
(1, 0, 1, 0, 5): (2, 2, 3)
(1, 0, 1, 0, 6): (2, 5, 6)
(1, 0, 1, 0, 7): (3, 2, 3)
(1, 0, 1, 0, 13): (6, 4, 6)
(1, 0, 1, 0, 14): (-5, 0, 3)
(1, 0, 1, 0, 28): (0, 5, 6)
